,,job_id,user,num_gpu,num_cpu,num_pod,duration,job_name,submit_time,group,gpu_type,wait_time,user_dur,group_dur,group_gpu_dur,read_count,write_count,num_inst,size,on_time,wasted,jct,resource,node,exec_time,bw,final_node_allocation,final_gpu_allocation,deadline
136,143,143,edc10645cc3f,0.0,2.0,1.0,2,fdca1b26347a096dc8cd73ec,137,861707bf1d4fa62e7269d1bd0e3fc84c,SERVER,3,937.0,246.5,274.5,0.0,0.0,1,4,0,0,137,"[0.0, 2.0]",,137,0.0,"[4, 4]","['SERVER', 'SERVER']",1024.0803633644425
137,144,144,5b1345f03aa1,0.3333333333333333,2.0,1.0,87,4338499d3c24cc35be17b44c,138,8bd831b05fd782414701f9defc1e0cc1,SERVER,49,436.0,1243.0,1246.0,3987.3481058112393,2143.128573005187,1,203,0,0,138,"[0.3333333333333333, 2.0]",,138,2143.128573005187,"[13, 13, 1, 13]","['SERVER', 'SERVER', 'SERVER', 'SERVER']",1114.6321201574112
138,145,145,edc10645cc3f,0.08333333333333333,2.0,1.0,1,fdca1b26347a096dc8cd73ec,139,861707bf1d4fa62e7269d1bd0e3fc84c,SERVER,9,937.0,246.5,217.0,2724.4435767195764,1338.1471555267144,1,2,0,0,139,"[0.08333333333333333, 2.0]",,139,1338.1471555267144,"[13, 7, 13, 1]","['SERVER', 'SERVER', 'SERVER', 'SERVER']",1026.0213524662065
139,146,146,58540f191766,0.06666666666666667,2.0,1.0,92,d894fd1af131ed7a296716b5,140,a2add36258801ed154d46e98c8d9e96d,SERVER,28,345.0,4582.5,4593.0,7914.727272727273,995.821870701513,1,190,0,0,140,"[0.06666666666666667, 2.0]",,140,995.821870701513,"[4, 4]","['SERVER', 'SERVER']",1134.9437351496645
140,147,147,5b1345f03aa1,0.3333333333333333,2.0,1.0,106,4338499d3c24cc35be17b44c,141,63c2943c4d6e4e83dbfd142ed116f68a,SERVER,13,436.0,1241.0,1241.0,3987.3481058112393,2143.128573005187,1,247,0,0,141,"[0.3333333333333333, 2.0]",,141,2143.128573005187,"[1, 5, 8, 1, 1]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'SERVER', 'SERVER']",1154.1630761116778
141,148,148,5b1345f03aa1,0.0,2.0,1.0,79,4338499d3c24cc35be17b44c,142,7f3cb3b8a90a3d4f8ebdd810fddf330e,SERVER,3,436.0,54.0,63.0,0.0,0.0,1,158,0,0,142,"[0.0, 2.0]",,142,0.0,"[1, 4, 8, 13]","['SERVER', 'SERVER', 'RASPBERRY', 'SERVER']",1128.7724963002252
142,149,149,5b1345f03aa1,0.3333333333333333,2.0,1.0,16,4338499d3c24cc35be17b44c,143,7f3cb3b8a90a3d4f8ebdd810fddf330e,SERVER,15,436.0,54.0,48.0,3987.3481058112393,2143.128573005187,1,37,0,0,143,"[0.3333333333333333, 2.0]",,143,2143.128573005187,[1],['SERVER'],1068.973375423542
143,150,150,5b1345f03aa1,0.3333333333333333,2.0,1.0,26,4338499d3c24cc35be17b44c,144,ce8ad00b0a3d35d5e6928d22b2f84dfa,SERVER,7,436.0,1121.0,1121.0,3987.3481058112393,2143.128573005187,1,60,0,0,144,"[0.3333333333333333, 2.0]",,144,2143.128573005187,"[13, 1, 1]","['SERVER', 'SERVER', 'SERVER']",1086.271499942141
144,152,152,45bd92802aa9,1.0,2.0,1.0,24,21858ac282f1092bb15f8831,145,99abafaa9506ed49d04788d7d9269d52,SERVER,3,287.0,16.0,16.0,10280.625,4936.25,1,72,0,0,145,"[1.0, 2.0]",,145,4936.25,"[1, 7, 5, 7]","['SERVER', 'SERVER', 'RASPBERRY', 'SERVER']",1091.240433653753
145,153,153,5b1345f03aa1,0.3333333333333333,2.0,1.0,110,4338499d3c24cc35be17b44c,146,70a96d2db4fcd309f48e0f12cd38390e,SERVER,9,436.0,1188.0,1206.0,3987.3481058112393,2143.128573005187,1,256,0,0,146,"[0.3333333333333333, 2.0]",,146,2143.128573005187,"[7, 7, 5, 7]","['SERVER', 'SERVER', 'RASPBERRY', 'SERVER']",1194.1504670110617
146,155,155,45bd92802aa9,0.3333333333333333,2.0,1.0,36,21858ac282f1092bb15f8831,147,867d20e88b0ac254e826febaa3870135,SERVER,3,287.0,15.0,15.0,2467.0040935672514,3956.5,1,84,0,0,147,"[0.3333333333333333, 2.0]",,147,3956.5,"[1, 4, 7, 11, 7]","['SERVER', 'SERVER', 'SERVER', 'RASPBERRY', 'SERVER']",1174.289972001543
147,157,157,58540f191766,0.03333333333333333,2.0,1.0,111,d894fd1af131ed7a296716b5,148,f5ab5810f2d614c3b2a78ef400af233c,SERVER,15,345.0,53.0,53.5,7914.727272727273,995.821870701513,1,225,0,0,148,"[0.03333333333333333, 2.0]",,148,995.821870701513,"[7, 7, 7, 7, 4]","['SERVER', 'SERVER', 'SERVER', 'SERVER', 'SERVER']",1283.8470253607702
148,158,158,58540f191766,0.03333333333333333,2.0,1.0,84,d894fd1af131ed7a296716b5,149,33383ca9301d75fd4e9ab9cae49ca9a1,SERVER,15,345.0,53.0,56.0,7914.727272727273,995.821870701513,1,170,0,0,149,"[0.03333333333333333, 2.0]",,149,995.821870701513,"[4, 1]","['SERVER', 'SERVER']",1258.3752704386793
149,159,159,45bd92802aa9,0.3333333333333333,2.0,1.0,84,21858ac282f1092bb15f8831,150,a7340918ee1227dcc01229b97d2a0ced,SERVER,3,287.0,2939.0,2939.0,2467.0040935672514,3956.5,1,196,0,0,150,"[0.3333333333333333, 2.0]",,150,3956.5,"[5, 1, 8, 1]","['RASPBERRY', 'SERVER', 'RASPBERRY', 'SERVER']",1262.417501623297
151,161,161,5b1345f03aa1,0.08333333333333333,2.0,1.0,36,4338499d3c24cc35be17b44c,152,2b60d2a347dca79005fe555e5a88c849,SERVER,5,436.0,30.5,30.5,3987.3481058112393,2143.128573005187,1,75,0,0,152,"[0.08333333333333333, 2.0]",,152,2143.128573005187,"[2, 1, 1, 2, 8]","['RASPBERRY', 'SERVER', 'SERVER', 'RASPBERRY', 'RASPBERRY']",1249.064463094375
152,162,162,42aa9724a88c,0.3333333333333333,2.0,1.0,6,e14f55e56de8f9e707c8ff95,153,ab1a026e56176c7988b64dddf42c7f54,SERVER,14,57.0,53.0,52.0,8494.549242424242,3794.1818181818185,1,14,0,0,153,"[0.3333333333333333, 2.0]",,153,3794.1818181818185,[4],['SERVER'],1218.0243979642053
153,164,164,d4d51aca8806,0.0,0.6666666666666666,1.0,41,1ccc18d7d13073b642b3a016,154,4c51d1cca7d0526275ccdb6ee8038f0d,SERVER,3,386.0,7897.0,34.0,0.0,0.0,1,27,0,0,154,"[0.0, 0.6666666666666666]",,154,0.0,[1],['SERVER'],1267.880660472097
154,165,165,7b76597f4283,0.3333333333333333,2.0,1.0,73,40df54e413d319037102e297,155,f3b54bdd887b65bde2496caf4a279334,SERVER,10,1140.0,1082.0,1093.5,2715.948717948718,2329.693755347013,1,170,0,0,155,"[0.3333333333333333, 2.0]",,155,2329.693755347013,[13],['SERVER'],1305.6419135950573
155,167,167,eea150bdfdd6,0.3333333333333333,6.0,1.0,90,d31da220e964fb2f1ace98f6,156,7666cfe020452fb9d8629a6f9b2bc7ff,SERVER,4,1167.5,5713.5,5713.5,3191.56338028169,2719.064516129032,1,570,0,0,156,"[0.3333333333333333, 6.0]",,156,2719.064516129032,"[7, 13]","['SERVER', 'SERVER']",1355.4683684922625
156,169,169,c4cbaac9966d,0.16666666666666666,3.3333333333333335,1.0,116,f17e954e97558148ded21349,157,27b1d7933de2ffa70ce629821d5453e4,SERVER,3,368.0,368.0,368.0,2695.6117647058827,2212.784615384616,1,406,0,0,157,"[0.16666666666666666, 3.3333333333333335]",,157,2212.784615384616,"[2, 4, 7]","['RASPBERRY', 'SERVER', 'SERVER']",1411.320506604207
157,170,170,18febf35d3a1,0.3333333333333333,2.0,1.0,56,4c63a741106edc46bc1729dd,158,eeb387956341fb11da9d3e0dd935cdb4,SERVER,11,231.0,223.0,219.0,10347.295756005427,634.5518484784475,1,130,0,0,158,"[0.3333333333333333, 2.0]",,158,634.5518484784475,"[4, 7, 7]","['SERVER', 'SERVER', 'SERVER']",1363.0857158726446
158,171,171,27390ef59c1f,0.08333333333333333,2.0,1.0,69,7cc6edae55387addd38604b5,159,a69fcd60d843b9b0b5db2720b3feadfc,SERVER,3,956.0,35.5,35.5,542.8506097560977,374.7634069400631,1,143,0,0,159,"[0.08333333333333333, 2.0]",,159,374.7634069400631,"[2, 4, 7, 11, 7]","['RASPBERRY', 'SERVER', 'SERVER', 'RASPBERRY', 'SERVER']",1376.230189406381
159,173,173,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,2,97d91ddd2cc12db098a29658,160,d2a2f6c92405bac5a6b8ee582dd409a5,SERVER,4,1229.0,1229.0,1229.0,0.0,0.0,1,5,0,0,160,"[0.0, 2.6666666666666665]",,160,0.0,"[1, 1, 4]","['SERVER', 'SERVER', 'SERVER']",1342.0276913898454
150,160,160,27390ef59c1f,1.3333333333333333,16.0,8.0,15,7cc6edae55387addd38604b5,151,10dfcccce530488e59b6165d3d78f69d,SERVER,3,956.0,19650.0,19650.0,542.8506097560977,374.7634069400631,1,260,0,0,161,"[1.3333333333333333, 16.0]",,161,374.7634069400631,[10],['SERVER'],1212.3077957535659
160,175,175,c4cbaac9966d,0.16666666666666666,3.3333333333333335,1.0,102,f17e954e97558148ded21349,161,27b1d7933de2ffa70ce629821d5453e4,SERVER,2,368.0,368.0,368.0,2695.6117647058827,2212.784615384616,1,357,0,0,161,"[0.16666666666666666, 3.3333333333333335]",,161,2212.784615384616,"[8, 6, 1, 5]","['RASPBERRY', 'DESKTOP', 'SERVER', 'RASPBERRY']",1457.745455046957
161,177,177,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,80,97d91ddd2cc12db098a29658,162,5b5ae7148ae7ccb682f921ecf701986c,SERVER,4,1229.0,1229.0,1229.0,0.0,0.0,1,213,0,0,162,"[0.0, 2.6666666666666665]",,162,0.0,"[10, 4]","['SERVER', 'SERVER']",1463.2853237415077
162,178,178,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,35,97d91ddd2cc12db098a29658,163,467d59025aec61e0573a144aa8635546,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,93,0,0,163,"[0.0, 2.6666666666666665]",,163,0.0,[6],['DESKTOP'],1430.5735119098645
163,180,180,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,51,97d91ddd2cc12db098a29658,164,6bf8c4644043009d82af7b8d3ca2f90c,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,136,0,0,164,"[0.0, 2.6666666666666665]",,164,0.0,"[4, 1]","['SERVER', 'SERVER']",1456.0454454362189
164,181,181,de69ddc1064e,0.16666666666666666,2.0,1.0,17,8ccb9c9fe88b53537e096dd9,165,14ee3f9f66e18c29e1c11178bf46fc55,SERVER,11,7180.0,48431.5,48308.0,1975.2819939932187,1470.2898442789435,1,36,0,0,165,"[0.16666666666666666, 2.0]",,165,1470.2898442789435,"[2, 1, 1, 4, 1]","['RASPBERRY', 'SERVER', 'SERVER', 'SERVER', 'SERVER']",1422.4987919024775
165,182,182,5b1345f03aa1,0.08333333333333333,2.0,1.0,62,4338499d3c24cc35be17b44c,166,e4b0cc94ffbed574705392bb1466e411,SERVER,8,436.0,141.0,141.0,3987.3481058112393,2143.128573005187,1,129,0,0,166,"[0.08333333333333333, 2.0]",,166,2143.128573005187,"[13, 8, 8, 8]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",1494.5292347437603
166,184,184,80f1f7585a7a,0.3333333333333333,2.0,1.0,23,cd1df31c53b56c4a6d940b58,167,3cb294af9bca3d672b5cb034026afd33,SERVER,8,3869.0,72.0,74.0,3089.814285714285,1987.5740072202168,1,53,0,0,167,"[0.3333333333333333, 2.0]",,167,1987.5740072202168,"[2, 7, 8]","['RASPBERRY', 'SERVER', 'RASPBERRY']",1463.9711841330156
167,185,185,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,94,97d91ddd2cc12db098a29658,168,6a1435b3720ed86bcbb5a5745108a378,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,250,0,0,168,"[0.0, 2.6666666666666665]",,168,0.0,[6],['DESKTOP'],1544.6661111104868
168,186,186,c4cbaac9966d,0.16666666666666666,3.3333333333333335,1.0,52,f17e954e97558148ded21349,169,27b1d7933de2ffa70ce629821d5453e4,SERVER,3,368.0,368.0,368.0,2695.6117647058827,2212.784615384616,1,182,0,0,169,"[0.16666666666666666, 3.3333333333333335]",,169,2212.784615384616,"[7, 13, 8]","['SERVER', 'SERVER', 'RASPBERRY']",1506.3449106254302
169,188,188,5b1345f03aa1,0.16666666666666666,2.0,1.0,13,4338499d3c24cc35be17b44c,170,819c73cec1934ca1935d25a4d2a89d1f,SERVER,8,436.0,213.5,213.5,3987.3481058112393,2143.128573005187,1,28,0,0,170,"[0.16666666666666666, 2.0]",,170,2143.128573005187,"[7, 1]","['SERVER', 'SERVER']",1504.729078985611
170,189,189,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,62,97d91ddd2cc12db098a29658,171,55528e3098825c09b68a191070bde118,SERVER,2,1229.0,1229.0,1229.0,0.0,0.0,1,165,0,0,171,"[0.0, 2.6666666666666665]",,171,0.0,"[1, 13, 1, 8]","['SERVER', 'SERVER', 'SERVER', 'RASPBERRY']",1575.9388288370512
172,193,193,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,64,97d91ddd2cc12db098a29658,173,42142cba546edb3d65cbe2532bf007fd,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,170,0,0,173,"[0.0, 2.6666666666666665]",,173,0.0,"[4, 13, 11, 1, 4]","['SERVER', 'SERVER', 'RASPBERRY', 'SERVER', 'SERVER']",1609.7298260706818
173,194,194,05b25af4dd8b,0.3333333333333333,2.0,1.0,39,9ae9b2a926a0b1a6e4b0945c,174,c27f1f6680f92b0c5553ab18d5e59dfa,SERVER,11,1490.5,177.5,177.5,6748.384615384615,2802.6875,1,91,0,0,174,"[0.3333333333333333, 2.0]",,174,2802.6875,"[2, 8, 2, 2, 2]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",1606.3068194513435
174,195,195,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,88,97d91ddd2cc12db098a29658,175,4486839e4b4b6473c596ef9e602da201,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,234,0,0,175,"[0.0, 2.6666666666666665]",,175,0.0,"[14, 5, 13, 2, 2]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'RASPBERRY', 'RASPBERRY']",1706.8707180482882
175,196,196,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,118,97d91ddd2cc12db098a29658,176,d756f179d48b410a1b622a283c168593,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,314,0,0,176,"[0.0, 2.6666666666666665]",,176,0.0,"[5, 1, 5, 7, 4]","['RASPBERRY', 'SERVER', 'RASPBERRY', 'SERVER', 'SERVER']",1733.9653628855613
171,190,190,2d415d162cd1,0.0,10.0,5.0,108,1484051e2875d76bc27495f6,172,bbab9ef50a1b47a5a6a2716ae43bed60,SERVER,3,6460.0,19101.0,19239.0,0.0,0.0,1,1080,0,0,177,"[0.0, 10.0]",,177,0.0,[10],['SERVER'],1644.6170430998748
176,197,197,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,73,97d91ddd2cc12db098a29658,177,f3f12c98774532894936c1778e9e94a6,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,194,0,0,177,"[0.0, 2.6666666666666665]",,177,0.0,"[8, 7, 13, 14, 1]","['RASPBERRY', 'SERVER', 'SERVER', 'RASPBERRY', 'SERVER']",1690.7416708281985
177,198,198,cf523ee5a118,0.3333333333333333,2.0,1.0,82,57b1ec7822bae7fe782bcc14,178,e263ca693330342bf1cfaf9332c0fb62,SERVER,109,1784.0,35792.0,36824.0,13052.698788242953,7845.236002408188,1,191,0,0,178,"[0.3333333333333333, 2.0]",,178,7845.236002408188,[6],['DESKTOP'],1701.7127585495996
178,200,200,5b1345f03aa1,0.3333333333333333,2.0,1.0,96,4338499d3c24cc35be17b44c,179,bbef5d845722d1a611e5c58a092dc719,SERVER,14,436.0,24.0,23.5,3987.3481058112393,2143.128573005187,1,224,0,0,179,"[0.3333333333333333, 2.0]",,179,2143.128573005187,[1],['SERVER'],1734.1221637054316
179,201,201,5b1345f03aa1,0.3333333333333333,2.0,1.0,50,4338499d3c24cc35be17b44c,180,240eebdaf74347d97131205d1795577f,SERVER,5,436.0,26.0,25.0,3987.3481058112393,2143.128573005187,1,116,0,0,180,"[0.3333333333333333, 2.0]",,180,2143.128573005187,[13],['SERVER'],1691.0392550266563
180,202,202,5b1345f03aa1,0.3333333333333333,2.0,1.0,51,4338499d3c24cc35be17b44c,181,3d4bd11a30cae8b8f0f00f1d6ad11071,SERVER,13,436.0,22.5,23.0,3987.3481058112393,2143.128573005187,1,119,0,0,181,"[0.3333333333333333, 2.0]",,181,2143.128573005187,"[7, 14, 14, 8]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",1697.8380204986552
181,203,203,edc10645cc3f,0.0,0.3333333333333333,1.0,38,fdca1b26347a096dc8cd73ec,182,ad271bd213b8068da9fbc3717cba2b35,SERVER,11,937.0,1025.0,1024.0,0.0,0.0,1,12,0,0,182,"[0.0, 0.3333333333333333]",,182,0.0,[1],['SERVER'],1685.704468285267
182,204,204,edc10645cc3f,0.6666666666666666,12.0,2.0,63,fdca1b26347a096dc8cd73ec,183,ad271bd213b8068da9fbc3717cba2b35,SERVER,12,937.0,1025.0,998.5,2724.4435767195764,1338.1471555267144,1,798,0,0,183,"[0.6666666666666666, 12.0]",,183,1338.1471555267144,"[12, 10, 1, 10]","['DESKTOP', 'SERVER', 'SERVER', 'SERVER']",1713.966219244784
183,205,205,5b1345f03aa1,0.3333333333333333,2.0,1.0,92,4338499d3c24cc35be17b44c,184,bd674aa8a298ab301f779a9c77c2bf92,SERVER,9,436.0,111.0,111.0,3987.3481058112393,2143.128573005187,1,214,0,0,184,"[0.3333333333333333, 2.0]",,184,2143.128573005187,"[1, 14, 2, 1]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'SERVER']",1745.2495836198236
184,206,206,5b1345f03aa1,0.3333333333333333,2.0,1.0,55,4338499d3c24cc35be17b44c,185,303131a344f01131b6866b4564d0b648,SERVER,11,436.0,32.0,32.0,3987.3481058112393,2143.128573005187,1,128,0,0,185,"[0.3333333333333333, 2.0]",,185,2143.128573005187,[1],['SERVER'],1710.4601478355066
185,207,207,5b1345f03aa1,0.3333333333333333,2.0,1.0,29,4338499d3c24cc35be17b44c,186,1d775ebdcc6a8d096f1c9a21cf762824,SERVER,13,436.0,23.5,23.0,3987.3481058112393,2143.128573005187,1,67,0,0,186,"[0.3333333333333333, 2.0]",,186,2143.128573005187,"[11, 5, 8, 1, 8]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'SERVER', 'RASPBERRY']",1696.866531268488
186,208,208,5b1345f03aa1,0.3333333333333333,2.0,1.0,34,4338499d3c24cc35be17b44c,187,9d87db3d9f5fd16242b096a778e26d0b,SERVER,9,436.0,35.0,34.0,3987.3481058112393,2143.128573005187,1,79,0,0,187,"[0.3333333333333333, 2.0]",,187,2143.128573005187,"[4, 4, 5]","['SERVER', 'SERVER', 'RASPBERRY']",1703.9897751557987
187,209,209,5b1345f03aa1,0.3333333333333333,2.0,1.0,22,4338499d3c24cc35be17b44c,188,af839eb16a533aeb08b1992f8ac4e237,SERVER,16,436.0,24.0,24.0,3987.3481058112393,2143.128573005187,1,51,0,0,188,"[0.3333333333333333, 2.0]",,188,2143.128573005187,"[1, 5, 2, 13, 1]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'SERVER', 'SERVER']",1696.9486862541905
188,210,210,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,46,97d91ddd2cc12db098a29658,189,8d0a16057b2e2e42cf36ae41f65917f4,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,122,0,0,189,"[0.0, 2.6666666666666665]",,189,0.0,"[8, 8, 13, 1]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'SERVER']",1720.529057041509
189,211,211,262fbc8b0c98,1.0,2.0,1.0,106,5241fd7d9a59d5917a2b54de,190,ccead3da8a6da6ae37e6c938f7278ee9,SERVER,10,380.0,311.5,285.5,3809.0906566548083,2572.3397145601757,1,318,0,0,190,"[1.0, 2.0]",,190,2572.3397145601757,"[8, 13, 13, 2, 2]","['RASPBERRY', 'SERVER', 'SERVER', 'RASPBERRY', 'RASPBERRY']",1793.1539368096016
190,212,212,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,90,97d91ddd2cc12db098a29658,191,162f128fdae1c2bf279771a3c31a3957,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,240,0,0,191,"[0.0, 2.6666666666666665]",,191,0.0,"[13, 2, 8, 13]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'SERVER']",1772.248570562356
191,214,214,262fbc8b0c98,0.3333333333333333,2.0,1.0,87,5241fd7d9a59d5917a2b54de,192,30228a6ec5990c77d03f013e1d003aa4,SERVER,6,380.0,648.0,623.0,3809.0906566548083,2572.3397145601757,1,203,0,0,192,"[0.3333333333333333, 2.0]",,192,2572.3397145601757,"[2, 11, 8, 11, 13]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'SERVER']",1809.7546848865936
192,215,215,18febf35d3a1,0.3333333333333333,2.0,1.0,64,4c63a741106edc46bc1729dd,193,9f688096fdadebd79fdeab2f2bab408a,SERVER,8,231.0,259.0,255.0,10347.295756005427,634.5518484784475,1,149,0,0,193,"[0.3333333333333333, 2.0]",,193,634.5518484784475,[4],['SERVER'],1795.5469030502547
193,216,216,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,27,97d91ddd2cc12db098a29658,194,7fee7cdcc1be9d9731fecae4a4e311b8,SERVER,4,1229.0,1229.0,1229.0,0.0,0.0,1,72,0,0,194,"[0.0, 2.6666666666666665]",,194,0.0,"[13, 11]","['SERVER', 'RASPBERRY']",1762.7306926251476
194,218,218,262fbc8b0c98,1.0,3.3333333333333335,1.0,19,5241fd7d9a59d5917a2b54de,195,ceb96d55023f2b1689818a9b1b8fbab2,SERVER,12,380.0,172.0,157.5,3809.0906566548083,2572.3397145601757,1,82,0,0,195,"[1.0, 3.3333333333333335]",,195,2572.3397145601757,"[1, 12, 5]","['SERVER', 'DESKTOP', 'RASPBERRY']",1763.1987964099358
195,219,219,d7052eeddab7,0.0,2.0,1.0,59,6c3063994722f1e538b28a1a,196,eeaf039dd051b528a7cf57ad0dcd92c5,SERVER,3,6135.0,8025.0,8051.0,0.0,0.0,1,118,0,0,196,"[0.0, 2.0]",,196,0.0,"[8, 1, 11]","['RASPBERRY', 'SERVER', 'RASPBERRY']",1813.2303885894544
196,221,221,262fbc8b0c98,0.3333333333333333,2.0,1.0,14,5241fd7d9a59d5917a2b54de,197,95e79c6dd2bf361a825867922519f0b0,SERVER,9,380.0,304.0,300.0,3809.0906566548083,2572.3397145601757,1,32,0,0,197,"[0.3333333333333333, 2.0]",,197,2572.3397145601757,"[4, 12]","['SERVER', 'DESKTOP']",1783.3841658445801
197,222,222,d7052eeddab7,0.0,2.0,1.0,63,6c3063994722f1e538b28a1a,198,bdd4a983d62893900b86a056910ceb68,SERVER,76,6135.0,2248.5,2263.0,0.0,0.0,1,126,0,0,198,"[0.0, 2.0]",,198,0.0,[4],['SERVER'],1836.934932707642
198,225,225,edc10645cc3f,0.0,0.6666666666666666,1.0,64,fdca1b26347a096dc8cd73ec,199,19f85435901d5345895d5aa817eeb090,SERVER,4,937.0,706.0,665.5,0.0,0.0,1,42,0,0,199,"[0.0, 0.6666666666666666]",,199,0.0,"[14, 4]","['RASPBERRY', 'SERVER']",1864.3476375540279
199,227,227,edc10645cc3f,0.8333333333333334,6.666666666666667,10.0,64,fdca1b26347a096dc8cd73ec,200,19f85435901d5345895d5aa817eeb090,SERVER,7,937.0,706.0,831.0,2724.4435767195764,1338.1471555267144,1,480,0,0,200,"[0.8333333333333334, 6.666666666666667]",,200,1338.1471555267144,"[14, 10, 7, 7]","['RASPBERRY', 'SERVER', 'SERVER', 'SERVER']",1870.3883714913677
200,228,228,edc10645cc3f,0.0,0.6666666666666666,1.0,82,fdca1b26347a096dc8cd73ec,201,7ae4c2cc7ac776890e1898e53572fa86,SERVER,3,937.0,212.0,205.0,0.0,0.0,1,54,0,0,201,"[0.0, 0.6666666666666666]",,201,0.0,"[4, 1]","['SERVER', 'SERVER']",1899.4945588407854
201,229,229,edc10645cc3f,0.8333333333333334,6.666666666666667,10.0,26,fdca1b26347a096dc8cd73ec,202,7ae4c2cc7ac776890e1898e53572fa86,SERVER,12,937.0,212.0,240.0,2724.4435767195764,1338.1471555267144,1,195,0,0,202,"[0.8333333333333334, 6.666666666666667]",,202,1338.1471555267144,"[7, 13, 7, 13, 0]","['SERVER', 'SERVER', 'SERVER', 'SERVER', 'DESKTOP']",1842.4113035916196
203,234,234,d7052eeddab7,1.6666666666666667,10.0,5.0,68,6c3063994722f1e538b28a1a,204,bdd4a983d62893900b86a056910ceb68,SERVER,8,6135.0,2248.5,2192.5,33295.731138545954,12146.154150197626,1,793,0,0,204,"[1.6666666666666667, 10.0]",,204,12146.154150197626,"[9, 0, 6]","['DESKTOP', 'DESKTOP', 'DESKTOP']",1918.008894800741
204,235,235,4d95fa282778,0.08333333333333333,2.0,1.0,33,37423403daa3e62e294e12da,205,849992a44e87802d9d3bb9018d6510b6,SERVER,3,1522.0,117.5,117.5,7268.433333333332,6029.76,1,68,0,0,205,"[0.08333333333333333, 2.0]",,205,6029.76,"[10, 9, 9]","['SERVER', 'DESKTOP', 'DESKTOP']",1893.9885361588579
206,239,239,d4d51aca8806,0.0,0.6666666666666666,1.0,9,1ccc18d7d13073b642b3a016,207,aac5a0a1a10784fa375e6f66d0a68633,SERVER,3,386.0,35.0,35.0,0.0,0.0,1,6,0,0,207,"[0.0, 0.6666666666666666]",,207,0.0,[9],['DESKTOP'],1963.719951242031
207,241,241,5b1345f03aa1,0.0,2.0,1.0,6,4338499d3c24cc35be17b44c,208,7f3cb3b8a90a3d4f8ebdd810fddf330e,SERVER,3,436.0,54.0,63.0,0.0,0.0,1,12,0,0,208,"[0.0, 2.0]",,208,0.0,"[4, 8, 4, 9, 9]","['SERVER', 'RASPBERRY', 'SERVER', 'DESKTOP', 'DESKTOP']",1969.0398128117251
208,242,242,5b1345f03aa1,0.3333333333333333,2.0,1.0,17,4338499d3c24cc35be17b44c,209,7f3cb3b8a90a3d4f8ebdd810fddf330e,SERVER,12,436.0,54.0,48.0,3987.3481058112393,2143.128573005187,1,39,0,0,209,"[0.3333333333333333, 2.0]",,209,2143.128573005187,"[1, 1, 9]","['SERVER', 'SERVER', 'DESKTOP']",1983.069074445298
209,248,248,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,116,97d91ddd2cc12db098a29658,210,5b70d561fe9078f901a0b5b4076e1337,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,309,0,0,210,"[0.0, 2.6666666666666665]",,210,0.0,"[4, 3, 8, 1]","['SERVER', 'DESKTOP', 'RASPBERRY', 'SERVER']",2160.145768864663
